0	5.5
1	3.0
2	0.5
3	-1.0
4	-1.0
5	-1.0
6	-1.0
7	-2.0
8	-2.0
9	-2.0
10	-2.5
11	-2.5
12	-2.5
13	-2.5
14	-2.5
15	-2.5
16	-3.0
17	-3.0
18	-3.0
19	-3.0
20	-3.0
21	-3.0
22	-3.0
23	-3.0
24	-3.0
25	-3.0
26	-3.0
27	-3.5
28	-3.5
29	-3.5
30	-3.5
31	-3.5
32	-3.5
33	-3.5
34	-3.5
35	-3.5
36	-3.5
37	-3.5
38	-3.5
39	-3.5
40	-3.5
41	-3.5
42	-3.5
43	-3.5
44	-3.5
45	-3.5
46	-3.5
47	-3.5
48	-3.5
49	-3.5
50	-3.5
51	-4.0
52	-4.0
53	-4.0
54	-4.0
55	-4.0
56	-4.0
57	-4.0
58	-4.0
59	-4.0
60	-4.0
61	-4.0
62	-4.0
63	-4.0
64	-4.0
65	-4.0
66	-4.0
67	-4.0
68	-4.0
69	-4.0
70	-4.0
71	-4.0
72	-4.0
73	-4.0
74	-4.5
75	-4.5
76	-4.5
77	-4.5
78	-4.5
79	-4.5
80	-4.5
81	-4.5
82	-4.5
83	-4.5
84	-4.5
85	-4.5
86	-4.5
87	-4.5
88	-4.5
89	-4.5
90	-4.5
91	-4.5
92	-4.5
93	-4.5
94	-4.5
95	-4.5
96	-4.5
97	-4.5
98	-4.5
99	-4.5
100	-4.5
101	-4.5
102	-4.5
103	-4.5
104	-4.5
105	-4.5
106	-4.5
107	-4.5
108	-4.5
109	-4.5
110	-4.5
111	-4.5
112	-4.5
113	-4.5
114	-4.5
115	-4.5
116	-4.5
117	-4.5
118	-5.0
119	-5.0
120	-5.0
121	-5.0
122	-5.0
123	-5.0
124	-5.0
125	-5.0
126	-5.0
127	-5.0
128	-5.0
129	-5.0
130	-5.0
131	-5.0
132	-5.0
133	-5.0
134	-5.0
135	-5.0
136	-5.0
137	-5.0
138	-5.0
139	-5.0
140	-5.0
141	-5.0
142	-5.0
143	-5.0
144	-5.0
145	-5.0
146	-5.0
147	-5.0
148	-5.0
149	-5.0
150	-5.0
151	-5.0
152	-5.0
153	-5.0
154	-5.0
155	-5.0
156	-5.0
157	-5.0
158	-5.5
159	-5.5
160	-5.5
161	-5.5
162	-5.5
163	-5.5
164	-5.5
165	-5.5
166	-5.5
167	-5.5
168	-5.5
169	-5.5
170	-5.5
171	-5.5
172	-5.5
173	-5.5
174	-5.5
175	-5.5
176	-5.5
177	-5.5
178	-5.5
179	-5.5
180	-5.5
181	-5.5
182	-5.5
183	-5.5
184	-5.5
185	-5.5
186	-5.5
187	-5.5
188	-5.5
189	-5.5
190	-5.5
191	-5.5
192	-5.5
193	-5.5
194	-5.5
195	-5.5
196	-5.5
197	-5.5
198	-5.5
199	-5.5
200	-5.5
201	-5.5
202	-5.5
203	-5.5
204	-5.5
205	-5.5
206	-5.5
207	-5.5
208	-5.5
209	-5.5
210	-5.5
211	-6.0
212	-6.0
213	-6.0
214	-6.0
215	-6.0
216	-6.0
217	-6.0
218	-6.0
219	-6.0
220	-6.0
221	-6.0
222	-6.0
223	-6.0
224	-6.0
225	-6.0
226	-6.0
227	-6.0
228	-6.0
229	-6.0
230	-6.0
231	-6.0
232	-6.0
233	-6.0
234	-6.0
235	-6.0
236	-6.0
237	-6.0
238	-6.0
239	-6.0
240	-6.0
241	-6.0
242	-6.0
243	-6.0
244	-6.0
245	-6.0
246	-6.0
247	-6.0
248	-6.0
249	-6.0
250	-6.0
251	-6.0
252	-6.0
253	-6.0
254	-6.0
255	-6.0
256	-6.0
257	-6.0
258	-6.0
259	-6.0
260	-6.0
261	-6.0
262	-6.0
263	-6.0
264	-6.0
265	-6.0
266	-6.0
267	-6.0
268	-6.0
269	-6.0
270	-6.0
271	-6.0
272	-6.0
273	-6.0
274	-6.0
275	-6.0
276	-6.0
277	-6.0
278	-6.0
279	-6.0
280	-6.5
281	-6.5
282	-6.5
283	-6.5
284	-6.5
285	-6.5
286	-6.5
287	-6.5
288	-6.5
289	-6.5
290	-6.5
291	-6.5
292	-6.5
293	-6.5
294	-6.5
295	-6.5
296	-6.5
297	-6.5
298	-6.5
299	-6.5
300	-6.5
301	-6.5
302	-6.5
303	-6.5
304	-6.5
305	-6.5
306	-6.5
307	-6.5
308	-6.5
309	-6.5
310	-6.5
311	-6.5
312	-6.5
313	-6.5
314	-6.5
315	-6.5
316	-6.5
317	-6.5
318	-6.5
319	-6.5
320	-6.5
321	-6.5
322	-6.5
323	-6.5
324	-6.5
325	-6.5
326	-6.5
327	-6.5
328	-6.5
329	-6.5
330	-6.5
331	-6.5
332	-6.5
333	-6.5
334	-6.5
335	-6.5
336	-6.5
337	-6.5
338	-6.5
339	-6.5
340	-6.5
341	-6.5
342	-6.5
343	-6.5
344	-6.5
345	-6.5
346	-6.5
347	-6.5
348	-6.5
349	-6.5
350	-6.5
351	-6.5
352	-6.5
353	-6.5
354	-6.5
355	-6.5
356	-6.5
357	-6.5
358	-6.5
359	-7.0
360	-7.0
361	-7.0
362	-7.0
363	-7.0
364	-7.0
365	-7.0
